head,type,tail
Atherosclerosis Risk in Communities Study,part of,Multi Ethnic Study of Atherosclerosis
Multi Ethnic Study of Atherosclerosis,has part,Atherosclerosis Risk in Communities Study
CHD,different from,Stroke
Stroke,different from,CHD
White,opposite of,Black
Black,opposite of,White
T2D,subclass of,CVD
Paratrimastix pyriformis,parent taxon,free living flagellate
Giardia,parent taxon,Metamonada
Trichomonas,parent taxon,Metamonada
PpMC1,subclass of,adenine nucleotide carrier
ADP/ATP carrier,subclass of,adenine nucleotide carrier
ATP Mg/phosphate carrier,subclass of,adenine nucleotide carrier
Pancreatic ductal adenocarcinoma,instance of,fourth leading cause of cancer deaths in the United States
tyrosylprotein sulfotransferase 2,subclass of,post translational modification
Golgi apparatus,product or material produced,protein sulfation
PDAC,has effect,Gene expression
MIA,subclass of,PDAC
TPST2,encodes,SLC35B2
SLC35B2,part of,TPST2
TPST2,has part,SLC35B2
MIA PaCa 2,subclass of,TPST2
Parkinson disease,has cause,Nitric oxide
7 nitroindazole,subject has role,NO synthase inhibitor
Parkinsonian macaques,drug used for treatment,L DOPA
L DOPA,medical condition treated,Parkinsonian macaques
7 NI,subject has role,L DOPA
Dyskinetic MPTP,instance of,Hybridization
Ozarks,continent,North America
Ozarks,country,USA
North America,has part,USA
Interior Highlands,country,USA
USA,part of,North America
directional selection,has effect,adaptive advantage
tau,subclass of,circadian clock speed
Activity duration,has part,offset
offset,part of,Activity duration
activity timing,different from,clock speed
clock speed,different from,activity timing
gibbon,parent taxon,Hylobatidae
out of sight breakfast tree,parent taxon,skywalker gibbon
higher temperatures,has effect,Photoreceptor
eye temperature,has effect,response speed
response speed,has cause,eye temperature
light intensity,part of,visual system
paracrine platelet,subclass of,activated platelet
plasmatic coagulation cascade,has part,coagulation factors
dynamin,subclass of,mitochondrial fission factor
low threshold,subclass of,mechanoreceptor
vault,subclass of,supramolecular complex
animal behavior,has part,Serotonin
MOD 1,subclass of,serotonin receptor
SER 4,subclass of,serotonin receptor
LGC 50,subclass of,serotonin receptor
SER 1,subclass of,serotonin receptor
SER 5,subclass of,serotonin receptor
SER 7,subclass of,serotonin receptor
SER 4,opposite of,MOD 1
MOD 1,opposite of,SER 4
Whole brain imaging,studies,brain dynamics
brain dynamics,studied by,Whole brain imaging
connectome,has part,synaptic connectivity
synaptic connectivity,part of,connectome
ROS,has effect,sensed
sensed,has cause,ROS
BAK1,part of,multiple pattern recognition receptor
SERK4,part of,multiple pattern recognition receptor
multiple pattern recognition receptor,has part,BAK1
multiple pattern recognition receptor,has part,SERK4
BAK1,subclass of,receptor kinase
SERK4,subclass of,receptor kinase
Peking University,located in the administrative territorial entity,Shanghai
Shanghai,contains administrative territorial entity,Peking University
lower extremity maximal muscle strength,instance of,pwMS
Fmax,facet of,pwMS
Routine assessment of lower extremity neuromuscular function,facet of,Arsenic(As) contaminated soil
iron oxyhydroxide,subject has role,As stabilizer
FeOOH acetate nanoplatelets,has part,iron oxyhydroxide
electrostatic intercalation,has effect,immobilizes
corneal transplant,medical condition treated,corneal infection
tectonic corneal transplant,medical condition treated,corneal melting
corneal wound infection,drug used for treatment,orthokine therapy
orthokine therapy,medical condition treated,corneal wound infection
enol ether,instance of,ester
water/hexadecane interface,has part,edge up
water/hexadecane interface,has part,vertex up
edge up,part of,water/hexadecane interface
vertex up,part of,water/hexadecane interface
water/hexadecane interface,different from,water/air interface
water/air interface,different from,water/hexadecane interface
иммуногистохимических,instance of,зависимости
bone complications,subclass of,side effect
cavernoma,subclass of,brain tumour
Lille University Hospital,country,France
fronto temporal,part of,parietal
parietal,has part,fronto opercular
fronto opercular,part of,parietal
Mann Whitney test,instance of,statistically significant
Broca,ranking,1/9
MRI,use,MRI
stereotypies,subclass of,repetitive behaviour
DMR,subclass of,MR
maternal stereotypies,instance of,neuro epigenomic
ATP specific polyvalent hydrogen binding,subclass of,mimetic
ABF,has part,melamine
nanobeacon,subclass of,polymer shell
level 1,said to be the same as, 2 evidence
 2 evidence,said to be the same as,level 1
extraction algorithm,use,analytical quantitation
EHP11851,publication date,10.1289
ZNF726,instance of,functional oncogene
ZNF726,part of,cholesterol regulatory pathway
anterior scalene,connects with,middle scalene
middle scalene,connects with,anterior scalene
Yonsei University College of Dentistry,country,Republic of Korea
Seoul,country,Republic of Korea
Republic of Korea,contains administrative territorial entity,Seoul
AS,followed by,MS
MS,follows,AS
AS muscle,instance of,nerve ending
MS muscle,instance of,nerve ending
AS,opposite of,MS
MS,opposite of,AS
Hu MuSC,subclass of,satellite cell
Hu MUSC,subclass of,satellite cell
among host divergence,subclass of,drift
SARS CoV 2,has effect,spread rapidly across the globe
spread rapidly across the globe,has cause,SARS CoV 2
imposed some limitations on trans border passenger traffic,facet of,COVID 19 strains
SARS CoV 2,has effect,variants of concern
variants of concern,has cause,SARS CoV 2
Russia,shares border with,China
China,shares border with,Russia
most stringent border closure,facet of,cross border
adult type diffuse glioma of lower grade,instance of,WHO2021
MERTK,subclass of,immunohistochemical markers
CD44,subclass of,immunohistochemical markers
OLIG2,subclass of,immunohistochemical markers
second time,followed by,third time
third time,follows,second time
Viral infection,has effect,CD
CD,has effect,COVID 19
COVID 19,has cause,CD
2016 Summer Olympics,location,Seoul
2016 Summer Olympics,country,South Korea
Seoul,country,South Korea
South Korea,capital,Seoul
PROSPERO,has part,CRD42022327380
CRD42022327380,part of,PROSPERO
COVID 19,has effect,chronic lower respiratory disease
GFP,has part,GFP
GFP,part of,GFP
primocane,subclass of,fruiting variety
floricane,subclass of,fruiting variety
CRE,has part,S F
CRE,has part,S D
S F,part of,CRE
S D,part of,CRE
S F,opposite of,S D
S D,opposite of,S F
NDM 1,has effect,Klebsiella pneumoniae Nevada
Klebsiella pneumoniae Nevada,has cause,NDM 1
miscoding,studied by,Structural analysis
DNA recognition domain,different from,transcription regulatory domain
transcription regulatory domain,different from,DNA recognition domain
Deep generative model,studies,low dimensional latent space
low dimensional latent space,studied by,Deep generative model
deep generative model,use,differential expression
false discovery rate,facet of,effect size
fitted deep generative model,facet of,Bayesian
scVI,instance of,deep generative models
scSphere,instance of,deep generative models
interbred,subclass of,coexisted
anatomically modern humans,different from,Neanderthals
Neanderthals,different from,anatomically modern humans
moderate effect splicing,subclass of,Adaptively introgressed
GC cell,part of,SEM
3 phosphoglycerate dehydrogenase,part of,mitochondrial folate cycle
mitochondrial folate cycle,has part,3 phosphoglycerate dehydrogenase
GC organoid,subclass of,Single nucleus transcriptome
chemoresistant,subclass of,GC cells
causes and consequences of this transition,studied by,poorly understood
poorly understood,studies,causes and consequences of this transition
crRNA,subclass of,RNA
Cas13,subclass of,RNase
CRR,instance of,Secondary endpoint
post hoc analysis,facet of,confirmed CRR
severe infection,subclass of,serious
BI 655064 180mg,medical condition treated,LN
LN,drug used for treatment,BI 655064 180mg
AMPK,has part,FOXO3a
AMPK,has part,UQCRC2
FOXO3a,part of,AMPK
UQCRC2,part of,AMPK
JP1,instance of,anti tumor peptide
lateral ventricle,connects with,stem cell niche
stem cell niche,connects with,lateral ventricle
lateral ventricle,subclass of,GBM
CD32,subclass of,T cell checkpoint receptor
CD44,subclass of,T cell checkpoint receptor
DRhigh macrophage,subclass of,T cell checkpoint receptor
phospho specific cytometry,subclass of,computational analysis
exhaustion,subclass of,T cell memory
embryo implantation,has effect,pro gestational
pro gestational,has cause,embryo implantation
luteal phase,has part,P4
P4,part of,luteal phase
RU486,subject has role,P4 antagonist
Th1,subclass of,T cell
CD8,subclass of,T cell
Treg cells,different from,T conventional (Tconv) cells
T conventional (Tconv) cells,different from,Treg cells
imprinting factor,subclass of,molecularly imprinted polymers
hexokinase,subclass of,active sites
starvation therapy,subclass of,PTT
5α reductase inhibitor,subject has role,antiandrogen
BC diagnosis,has effect,BC progression
BC progression,has cause,BC diagnosis
National Health Insurance Service,country,Korean
nationwide cohort,inception,"January 1, 2008"
α blocker,different from,5 ARI
5 ARI,different from,α blocker
5 ARIs,facet of,BC diagnosis
Cox proportional hazards regression,uses,hazard ratio
α blocker,different from,ARI
ARI,different from,α blocker
5 ARI,has part,α blocker
α blocker,part of,5 ARI
bladder instillation,different from,radical cystectomy
radical cystectomy,different from,bladder instillation
5 ARI,subclass of,radical cystectomy
5 ARI,medical condition treated,BC progression
BC progression,drug used for treatment,5 ARI
SARS CoV 2,has effect,COVID 19 pandemic
COVID 19 pandemic,has cause,SARS CoV 2
multiple combined and targeted therapies,opposite of,monotherapy approaches
monotherapy approaches,opposite of,multiple combined and targeted therapies
MM,drug used for treatment,histone deacetylases
proteasome inhibitor,subclass of,HDAC inhibitor
Wu et al.,field of work,independent
202208155,published in,Cell Biol.
Stroke,instance of,leading causes of mortality
development and evolution of stroke,has effect,long term recovery
long term recovery,has cause,development and evolution of stroke
intensive care unit,part of,ward
ward,has part,intensive care unit
quarrying,has part,stone crushing
stone crushing,part of,quarrying
pH,facet of,Soil
Zuo1,subclass of,ribosome associated chaperones
Ssz1,subclass of,ribosome associated chaperones
Ssb1/Ssb2,subclass of,ribosome associated chaperones
Rsp5,subclass of,ubiquitin ligase
Shear stress,subclass of,frictional drag
CCN1,followed by,CCN2
integrin α6β1,part of,NF κB
CCN4 6,has part,CCN4
CCN4 6,has part,CCN5
CCN4,part of,CCN4 6
CCN5,part of,CCN4 6
lacuna canalicular system,part of,skeletal system
interstitial shear stress,has part,CCN1
interstitial shear stress,has part,CCN2
CCN1,part of,interstitial shear stress
CCN2,part of,interstitial shear stress
Marseille P3954,instance of,Bacterial strain
gain of function,subclass of,deleterious mutations
functional pathways,studied by,Elucidating
regulation levels,part of,GOF
lncNB1,subclass of,noncoding RNA
DEPDC1B,part of,ligand stimulated pERK expression
p85 subunit,part of,PI3K
PI3K,has part,p85 subunit
AKT1,instance of,pathways of tumor progression
ERK,instance of,pathways of tumor progression
DEPDC1B mediated de adhesion mitotic checkpoint,subclass of,cell de adhesion
Cancer Genome Atlas,operator,NCI
Extracellular vesicles,subclass of,drug delivery system
Complex signaling,has part,transcriptional program
transcriptional program,part of,Complex signaling
SPaRTAN,instance of,computational framework
Omics Notebook,use,multi omic data
epigenetic marks,subclass of,Polymorphism
Escherichia,parent taxon,Salmonella
Lactobacillus delbrueckii,parent taxon,Lactobacillus
TERRA,subclass of,telomeric repeat containing RNA
alternative lengthening of telomeres,subclass of,telomere maintenance
5' 3',subclass of,exoribonuclease
TERRA,has part,TERRA R loops
TERRA R loops,part of,TERRA
TERRA metabolism,part of,ALT pathway
ALT pathway,has part,TERRA metabolism
Photosystem II,subclass of,electron transfer acceptors and donors
Photosystem I,subclass of,electron transfer acceptors and donors
"N,N,N',N' Tetramethyl p phenylenediamine",subject has role,redox mediator
MDA,has part,GSH
oxido inflammatory,has effect,pulmonary toxicity
retinal pigment epithelium,part of,eye tissue
pot experiments,subclass of,remediation
Microbial phytoremediation,subclass of,restore the soil contaminated by heavy metals
early stage,subclass of,stem cell development
mesenchymal stem cell,has part,Wnt pathway
Black population,opposite of,White population
White population,opposite of,Black population
Centers for Disease Control and Prevention,country,US
1999,point in time,1999
Black population in the US,opposite of,White population
White population,opposite of,Black population in the US
isoproterenol,subject has role,β adrenergic agonist
Gap19,subject has role,hemichannel blocker
Ca2+ overload,has part,Ca2
