head,type,tail
median anti B titers,opposite of,Median anti A titers
median overall survival,instance of,95% CI
median participant age,point in time,71 years
median,part of,Inter quartile
median,said to be the same as,centile
median,instance of,iqr
median,subclass of,standard deviation
mediastinal lymphadenopathy,subclass of,nodule
mediating their translocation,part of,FG motif
mediation,facet of,sociality
mediator,part of,regulator
medical curriculum,subclass of,learning
medical field,subclass of,biological significance
medical intervention,part of,newborn's health
medical laboratory scientist,different from,pathologist
medical management of DE,has cause,pathogenesis
medical practice,has part,clinical researchers
medical relevance,facet of,scorpion
medical services,has part,$
medical services,subclass of,monetary value
medical student,part of,medical school
medical training,practiced by,doctor
medical treatment,different from,pharmaceutical
medical,part of,biological
medical,subclass of,scientific articles
medically refractory,subclass of,ulcerative colitis
medication duration,has effect,adverse reactions
medication safety,facet of,healthcare
medication toxicity,subclass of,symptom reduction
medication,part of,healthcare
medications used to treat it,medical condition treated,mental disorder
medicinal herbs,has part,flavonoid
medicinal plant,medical condition treated,disease
medicinal plants,part of,traditional medicine
medicinal,subclass of,bioactive compound
medicinal,studied by,chemistry
medicinal,subclass of,food
medicinal,studied by,pharmacological
medicinal,subclass of,plant
medicine development,studies,disease diagnosis
medicine,has part,Systems theory
medicine,part of,biology
medicine,practiced by,doctor
medicine,practiced by,health professions
medium,instance of,categorize
medline,part of,Cochrane Central Register of Controlled Trials
medline,owned by,Cochrane Oral Health
medline,part of,Cochrane Oral Health Trials Register
medline,part of,Web of Science
medline,part of,pubmed
medline,part of,scopus
medrxiv,instance of,preprint servers
medulloblastoma,subclass of,brain tumor
medulloblastoma,drug used for treatment,cisplatin
medulloblastoma,drug used for treatment,proton
meeting,part of,multidisciplinary
mefloquine,subject has role,antimalarial
mefloquine,subject has role,antimalarial drug
mefloquine,subject has role,chemoprophylaxis
mefv,subclass of,pro inflammatory genes
mega TSPs,instance of,TSP superfamily
mega authorship,has part,co authors
megachilidae,parent taxon,bee
megakaryocytic cell clock,facet of,cell proliferation
megakaryocytic cells,subclass of,cell proliferation
megaplasmid,part of,genome
megaspore mother cell,subclass of,nucellar cells
meiosis,subclass of,DNA replication
meiosis,followed by,interphase
meiosis,part of,oocyte
meja,subject has role,constitutively expressed
meja,part of,ginsenoside pathway
mek5,has part,mekk3
mekk3,part of,mek5
melana,part of,chromosome 3
melanocyte,different from,macrophage
melanocyte,has part,melanocyte
melanocyte,has effect,pigmentation
melanogaster,parent taxon,Drosophila
melanogenesis,has cause,pigment cells
melanogenesis,part of,skin
melanoma associated chondroitin sulfate proteoglycan,has effect,melanoma
melanoma brain metastases,subclass of,metastase
melanoma target antigen,facet of,melanoma
melanoma,drug used for treatment,13 gene signature panel
melanoma,drug used for treatment,MEK inhibitor
melanoma,subclass of,Neurodegenerative diseases
melanoma,has cause,antigen
melanoma,drug used for treatment,braf
melanoma,subclass of,cancer
melanoma,subclass of,cancer heterogeneity
melanoma,subclass of,cell carcinoma
melanoma,drug used for treatment,checkpoint inhibitor
melanoma,drug used for treatment,dox
melanoma,drug used for treatment,doxorubicin
melanoma,drug used for treatment,immune checkpoint therapy
melanoma,subclass of,immune sensitive disease
melanoma,drug used for treatment,immunotherapy
melanoma,has cause,melanoma associated chondroitin sulfate proteoglycan
melanoma,has effect,metastase
melanoma,drug used for treatment,miR 211 5p
melanoma,drug used for treatment,poly(ethylene succinate) (PES MP) based vaccines
melanoma,has cause,prame
melanoma,drug used for treatment,prognostic markers
melanoma,subclass of,skin cancer
melanoma,subclass of,solid tumor
melanoma,drug used for treatment,tp5
melanoma,drug used for treatment,tumor infiltrating lymphocyte
melanoma,drug used for treatment,tvec
melanoma,drug used for treatment,vegfa
melatonin,subject has role,Suppressive therapy
melatonin,subject has role,antinociceptive
melatonin,medical condition treated,genital herpes
melatonin,subject has role,inhibitor
melatonin,instance of,pharmacological
melatonin,subclass of,sleep hormone
melittin,has part,pla2
membrane droplet,subclass of,biomaterial
membrane organization,subclass of,cellular processes
membrane permeability,facet of,macrocycle
membrane potential,studied by,mitochondrial biology
membrane protein complex,has part,insertase
membrane protein,subclass of,cleave
membrane protein,subclass of,nanodomain
membrane protein,subclass of,protein
membrane protein,use,purify
membrane protrusions,part of,cytokinesis
membrane scission,subclass of,Release of the virion
membrane tears,subclass of,extracellular shedding
membrane thickness,facet of,membrane
membrane transport,subclass of,energy conversion
membrane traversing peptide,subclass of,peptide
membrane vesicles,part of,membrane
membrane,part of,cell
membrane,part of,cellular support
membrane,has part,channel
membrane,different from,condensate
membrane,part of,cytoplasm
membrane,part of,cytoskeleton
membrane,has part,membrane vesicles
membrane,has part,protrusion
membrane,part of,vesicle
memory B cell,subclass of,B cell
memory T cell,subclass of,T cell
memory impairment,has cause,TMT exposure
memory,subclass of,Spatial learning
memory,part of,cognition
memory,has cause,learning
memory,subclass of,precursor cells
menaquinone,subclass of,menaquinone
menaquinone,medical condition treated,obesity related OA
menaquinone,subclass of,vitamin K
meningeal layer,part of,dura mater
meningeal,subclass of,dura mater
meningitis,has cause,Salmonella enterica serovar Durban
meniscal body,has part,avascular
meniscal body,has part,outer region
meniscal,connects with,acl
meniscus repair,subclass of,treatment
meniscus,part of,subchondral bone
menopause,has effect,first full term pregnancy
menos fracaso del retenedor,part of,Los retenedores removibles tuvieron más probabilidades de causar molestias
menstrual bleeding,has cause,menstruation
menstrual hygiene,subclass of,practice
menstruation,has effect,menstrual bleeding
mental actions,opposite of,physical
mental disorders,has cause,regulating the composition of the gut microbiota
mental health issues,subclass of,education
mental health,has part,sleep quality
mental health,subclass of,social care
mental health,has cause,stress
mental motor imagery,subclass of,electroencephalography
mental retardation,subclass of,asd
mental well being,part of,physical
mental,instance of,muscle
mentalis,instance of,muscle
menthol,subject has role,nociception
mep50,instance of,co factor
meristem,part of,shoot
merlin,instance of,protein
merr,located in the administrative territorial entity,merr
mertk,subclass of,immunohistochemical markers
mesa,different from,jhs
mesenchymal cell state,opposite of,sympathetic adrenergic cell state
mesenchymal cells,opposite of,odontoblast
mesenchymal chondrosarcoma,drug used for treatment,HEY1 NCOA2
mesenchymal chondrosarcoma,has cause,HEY1::NCOA2 fusion gene
mesenchymal chondrosarcoma,has cause,chondrocytic lineage
mesenchymal microsatellite stable,subclass of,ssl
mesenchymal motility,subclass of,cell motility
mesenchymal phenotype,opposite of,proneural
mesenchymal stem cell,part of,BM HSCs
mesenchymal stem cell,subclass of,Stem cell
mesenchymal stem cell,has part,Wnt pathway
mesenchymal stem cell,part of,bone marrow
mesenchymal stem cell,subclass of,cell
mesenchymal stem cell,subclass of,cell surface metalloproteinases
mesenchymal stem cell,subclass of,extracellular vesicles
mesenchymal stem cell,medical condition treated,female reproductive disorders
mesenchymal stem cell,subclass of,msc
mesenchymal stem cell,has effect,osteogenic response
mesenchymal stem cell,subclass of,stem cell
mesenchymal stem cell,medical condition treated,treatment of AS
mesenchymal stem cell,part of,umbilical cord
mesenchymal stem/stromal cells,part of,bone marrow
mesenchymal stromal cell,part of,umbilical cord
mesenchymal stromal cells,part of,human
mesenchymal to epithelial transition,part of,embryonic development
mesenchymal transition,follows,epithelial
mesenchymal transition,facet of,glioblastoma
mesenchymal,subclass of,cell of origin
mesenchymal,instance of,cell state
mesenchymal,instance of,cell subtypes
mesenchymal,instance of,cell types
mesenchymal,has effect,chondrosarcoma
mesenchymal,subclass of,core regulatory circuitries
mesenchymal,followed by,epithelial
mesenchymal,subclass of,gastric cancer
mesenchymal,instance of,phenotype
mesenchymal,subclass of,precursor cells
mesenchymal,part of,white matter
mesenchyme,instance of,cell types
mesenchyme,part of,lung
mesenteric veins,use,multi visceral resection
mesenteric,subclass of,adipose tissue
meses a tiempo completo,opposite of,meses a tiempo parcial
meses a tiempo parcial,opposite of,meses a tiempo completo
mesocosm experiment,studies,insect emergence
mesocosm,subclass of,greenhouse
mesocosm,has part,np
mesoderm,subclass of,bone
mesoderm,part of,germ cell
mesophilic enzymes,opposite of,thermophilic enzymes
mesophilic enzymes,opposite of,thermophilic ones
mesophilic,opposite of,thermophilic
message passing,subclass of,alignment algorithm
message,part of,communication
messenger RNA,subclass of,non coding RNA
messenger RNA,subclass of,protein
messenger RNA,part of,transcriptome
messenger ribonucleoprotein,subclass of,motor protein
met,studied by,organoid
meta QTL analysis,facet of,qtl
meta QTL,facet of,qtl
meta analyses,subclass of,analysis
meta analyses,facet of,data mining
meta analyses,subclass of,literature review
meta analyses,facet of,result
meta analyses,subclass of,review
meta analysis,part of,bioinformatic
meta analysis,facet of,dataset
meta analysis,facet of,narrative synthesis
meta analysis,facet of,numerical reporting
meta analysis,facet of,software
meta analysis,facet of,study
meta analysis,facet of,systematic review
meta analytic,subclass of,risk assessment
meta cluster,facet of,phenotypic
meta clustering,subclass of,clustering algorithm
meta ethnographic,subclass of,analysis
meta phenotype,facet of,AD response
meta phenotype,subclass of,biological functions
meta phenotype,facet of,biological processes
meta phenotype,subclass of,composite scores
metabarcoding,studies,fungal communities
metabiological,studies,language
metabolic adaptation,subclass of,genetic profiles
metabolic annotation,use,quantification
metabolic changes in childhood obesity,has cause,obesity
metabolic complications,has cause,obesity
metabolic damage and chronodisruption,has cause,high fat diet
metabolic diseases,has cause,Excessive fat deposition
metabolic diseases,has effect,obesity epidemic
metabolic diseases,subclass of,secondary and life threatening diseases
metabolic disorder,has cause,impact
metabolic disorders,different from,metabolically healthy
