head, type, tail
non-coated valve,medical condition treated,valve thrombosis
mechanical valve thrombosis,subclass of,valve thrombosis
Microplastics,instance of,issue of concern
biological agent,subclass of,chemical contaminants
metals,subclass of,persistent organic pollutants
chemical,has effect,contaminant
contaminant,has cause,chemical
hexachlorocyclohexane,subject has role,Chemical pollutants
polycyclic aromatic hydrocarbon,subject has role,Chemical pollutants
chromium,instance of,metals
lead,instance of,metals
cobalt,instance of,metals
ibuprofen,instance of,pharmaceuticals
diclofenac,instance of,pharmaceuticals
naproxen,instance of,pharmaceuticals
antibiotic-resistant bacteria,subclass of,bacterial
invertebrates,opposite of,vertebrates
vertebrates,opposite of,invertebrates
ecological,part of,biology
biology,has part,ecological
research gaps,subclass of,research
"The Collection of Plain Questions about Pathogenesis, Qi, and Life",author,San Hua Tang
viscera,subclass of,collaterals
Tongxia,medical condition treated,stroke
stroke,drug used for treatment,Tongxia
Tongxia,part of,traditional Chinese medicine
gut microbiota metabolism,facet of,gut microbiota
Xuanfu theory,has part,SHT-mediated opening Xuanfu methods
SHT-mediated opening Xuanfu methods,part of,Xuanfu theory
metabolomics,subclass of,molecular biology
pseudo-germ-free,instance of,rat model
antibiotic cocktail,subclass of,intragastric administration
I/R model,instance of,1 day
interleukin IL-6,subclass of,inflammatory factor
IL-10,subclass of,inflammatory factor
IL-17,subclass of,inflammatory factor
tumor necrosis factor alpha,subclass of,inflammatory factor
BBB,has effect,stroke
stroke,has cause,BBB
acetic acid,subject has role,inflammatory reactions
antibiotic,different from,antibiotic
pro-inflammatory factors,has effect,inflammatory injury
inflammatory injury,has cause,pro-inflammatory factors
French Guiana,shares border with,Martinique
Martinique,shares border with,French Guiana
Bothrops,subject has role,antibiotherapy
oral microbiota,subclass of,bacteria
B. atrox,parent taxon,B. lanceolatus
B. lanceolatus,taxonomic type,B. atrox
MALDI-TOF,subclass of,mass spectrometry
agar disk diffusion,use,Antibiotic susceptibility
Paeniclostridium sordellii,parent taxon,B. lanceolatus
piperacillin/tazobactam,different from,ciprofloxacin
ciprofloxacin,different from,piperacillin/tazobactam
imipenem,different from,ciprofloxacin
ciprofloxacin,different from,imipenem
amoxicillin,different from,clavulanate
clavulanate,different from,amoxicillin
Cefepime,subject has role,antibiotics
piperacillin,subject has role,antibiotics
tazobactam,subject has role,antibiotics
Ciprofloxacin,medical condition treated,B. atrox.
B. atrox.,drug used for treatment,Ciprofloxacin
atrophic gastritis,subclass of,gastric cancer
gastric preneoplasia,has cause,carcinogenesis
fibroblasts,part of,stroma
stroma,has part,fibroblasts
mucosal cells,subclass of,cell
Tissue section,has part,tissue microarrays
tissue microarrays,part of,Tissue section
fibroblasts,product or material produced,fibroblasts
fibroblasts,part of,stromal cells
stromal cells,has part,fibroblasts
pathologic,has part,stage
stage,part of,pathologic
SPEM cell lineages,followed by,dysplastic lineages
dysplastic lineages,follows,SPEM cell lineages
refractory,subclass of,antibiotics
central nervous system,has effect,neuropathic pain
neuropathic pain,has cause,central nervous system
IκB kinase,part of,NF-κB
NF-κB,has part,IκB kinase
cannabidiol,part of,Cannabis
Cannabis,has part,cannabidiol
FKBP5,instance of,protein
CBD,has part,FKBP5
NO,subclass of,pro-inflammatory factors
IL-1β,subclass of,pro-inflammatory factors
IL-6,subclass of,pro-inflammatory factors
TNF-α,subclass of,pro-inflammatory factors
tyrosine 113,instance of,protein
CBD,subject has role,pro-inflammatory factors
lumbar spinal cord,has part,dorsal horn
dorsal horn,part of,lumbar spinal cord
Archaea,subclass of,microorganisms
biotechnological,subclass of,applications
Biotechnology,instance of,sector
advantages,opposite of,disadvantages
disadvantages,opposite of,advantages
Reticulon 2,medical condition treated,gastric cancer
gastric cancer,drug used for treatment,Reticulon 2
Protein O-linked β-N-acetylglucosaminylation,subclass of,post-translational modification
RTN2,has part,O-GlcNAcylation
O-GlcNAcylation,part of,RTN2
O-GlcNAcylation,medical condition treated,gastric cancer
gastric cancer,drug used for treatment,O-GlcNAcylation
O-GlcNAc transferase,has part,O-GlcNAc
O-GlcNAc,part of,O-GlcNAc transferase
RTN2,instance of,protein
RTN2,subject has role,stimulative
immumohistochemical,subclass of,Tissue microarray
RTN2,medical condition treated,gastric cancer
gastric cancer,drug used for treatment,RTN2
RTN2 O-GlcNAcylation,medical condition treated,gastric cancer
gastric cancer,drug used for treatment,RTN2 O-GlcNAcylation
capsaicin,instance of,vanilloid
resiniferatoxin,instance of,vanilloid
complex,subclass of,structures
TRPV1,part of,rat
macroscopic,has part,single-molecule
single-molecule,part of,macroscopic
activation energy,said to be the same as,kcal/mol
kcal/mol,said to be the same as,activation energy
TRPV1,subclass of,open-pore conformation
cirrhosis,has effect,liver cancer
liver cancer,has cause,cirrhosis
covalently closed circular DNA,medical condition treated,hepatitis B
hepatitis B,drug used for treatment,covalently closed circular DNA
cccDNA,drug used for treatment,standard treatments
standard treatments,drug used for treatment,cccDNA
drugs,different from,therapies
therapies,different from,drugs
degradation,subclass of,synthesis
HBx inhibitor,subclass of,ribonuclease H inhibitor
antibiotic,has effect,anaerobic digestion
anaerobic digestion,has cause,antibiotic
antibiotic,has effect,effects
reactor,studied by,engineering
hydraulic retention time,facet of,operating system
COD,different from,HRT
HRT,different from,COD
engineering,has part,practical
therapeutic,subclass of,medicine
tissues,part of,biological function
biological function,has part,tissues
polysaccharide,subclass of,macromolecule
polymer,subclass of,synthetic
fibres,part of,fabrics
fabrics,has part,fibres
tissue engineering,part of,biology
implant,subclass of,medical
renewable natural resources,opposite of,non-renewable resources
non-renewable resources,opposite of,renewable natural resources
biomedicine,uses,biological materials
death,has cause,parasitic infection
neglected tropical parasites,subclass of,diseases
parasitic infection,has effect,side effect
side effect,has cause,parasitic infection
ethnobotanicals,subclass of,chemotherapeutic agents
resistance,has cause,chemotherapeutic agents
chemotherapeutic agents,has effect,resistance
low efficacy,subclass of,drug
Nanotechnology,subclass of,manipulation of matter
nanoparticle-based drug delivery,subclass of,nanotechnology
nanoparticle diagnostics,subclass of,nanotechnology
nanoparticle vaccine,subclass of,nanotechnology
nanoparticle insecticides,subclass of,nanotechnology
parasitic infection,has part,parasitic control
parasitic infection,studied by,parasitology
parasitology,studies,parasitic infection
mucociliary,part of,airways
apical,opposite of,basolateral
basolateral,opposite of,apical
mucus secretion,has part,mucociliary transport
mucociliary transport,part of,mucus secretion
Apical secretion,has part,mucin
mucin,part of,Apical secretion
mucociliary apparatus,facet of,disease pathogenesis
genetic therapies,subclass of,small molecule
technical variables,part of,thoughtfully considered
Mild traumatic brain injury,subclass of,TBI
red blood cell,has part,leukocyte
leukocyte,part of,red blood cell
leakage,has cause,blood-brain barrier
fusion,subclass of,fission
protein arginine methyltransferase 7,instance of,protein
mitochondria,part of,neurovasculature
neuronal,part of,neurovascular
neurovascular,has part,neuronal
five-year survival rate,facet of,cancer treatment
disease recurrence,has effect,disease survival rate
disease survival rate,has cause,disease recurrence
tumor,drug used for treatment,treatment
treatment,medical condition treated,tumor
tumor recurrence,subclass of,therapeutic resistance
drug screening,part of,precision medicine
patient-derived organoid,subclass of,organoid
transcriptomics,part of,genomics
Parknson's disease,subclass of,neurodegenerative diseases
Amyotrophic Lateral Sclerosis,subclass of,neurodegenerative diseases
death receptor-dependent,subclass of,cell death pathways
independent,subclass of,cell death pathways
Receptor-interacting protein kinase,instance of,protein
mixed-lineage kinase-like,subclass of,protein
procaspase-8-cellular FLICE-inhibitory proteins,subclass of,FADD
NINJ1,instance of,protein
healthcare provision,facet of,healthcare
patient safety incidents,facet of,prison
National Reporting and Learning System,operating area,England
healthcare,facet of,prisoners
harm severity,subclass of,outcome
whilst administering medications,facet of,medication
managing medical appointments,facet of,healthcare professionals
continuity of care,facet of,healthcare access
medication safety,facet of,healthcare
medication,part of,healthcare
prefrontal cortex,instance of,brain regions
striatum,part of,cortex
local,subclass of,distribution patterns
global,subclass of,distribution patterns
reciprocal corticocortical connectivity,part of,PFC
laminar pattern,facet of,axonal spread
PFC,instance of,circuits
DNA,has part,ribonucleoside monophosphates
ribonucleotide excision repair,part of,transcription
cellulo,subclass of,inter-protein cross-linking
protein-protein interaction,subclass of,complex
RER,has part,RNAP
RER,has part,RNaseHII
rNMPs,subclass of,DNA
TC-RER,part of,RNAP
RNAP,has part,TC-RER
coarse facies,subclass of,skeletal abnormalities
de novo,subclass of,pathogen
Cognitive deficits,subclass of,phenotype
hypotonia,subclass of,skeletal anomalies
domain,part of,protein structure
cognition,has part,memory
memory,part of,cognition
behavior,part of,cognition
genetic variants,has effect,rare disorders
rare disorders,has cause,genetic variants
Survival of patients with acute myeloid leukemia,facet of,acute myeloid leukemia
Social deprivation,has effect,disparities in cancer outcomes
disparities in cancer outcomes,has cause,Social deprivation
Cancer and Leukemia Group B/Alliance for Clinical Trials in Oncology,field of work,AML
cytogenetic,studies,molecular features
molecular features,studied by,cytogenetic
racial-ethnic identity,subclass of,clinical characteristics
high SDI,opposite of,low SDI
low SDI,opposite of,high SDI
High SDI,opposite of,low SDI
low SDI,opposite of,High SDI
SDI,facet of,OS
2017 European LeukemiaNet,point in time,2017
molecular features,subclass of,SDI
pretreatment,subclass of,prognostic factor
socioeconomic factors,facet of,AML
Post-traumatic stress disorder,subclass of,multisystem syndrome
molecular,part of,systems-level
epigenomic,part of,Proteomic
Iraq,instance of,military-service-related criterion A trauma
Afghanistan,instance of,military-service-related criterion A trauma
PTSD,has cause,veterans
veterans,different from,soldiers
soldiers,different from,veterans
methylation,subclass of,microRNA
oxidative stress,has effect,inflammation
psychiatric,subclass of,physical
psychiatric,subclass of,comorbidities
metabolic,subclass of,comorbidities
metabolism,facet of,bariatric surgery
bariatric surgery,medical condition treated,obese patients
Roux-en-Y gastric bypass,instance of,surgery
metabolomic,part of,composition
brown fat,subclass of,energy expenditure
white adipose tissue,part of,immune homeostasis
RYGB surgery,medical condition treated,metabolic health
corazonin G protein-coupled receptor,instance of,gene
CRZ-Ra,instance of,gene
CRZ-Rb,instance of,gene
canonical DRF sequence,part of,GPCR
GPCR,subclass of,coupling of G proteins
CRZ-Rb,instance of,GPCR
exon 2,part of,CRZ-Ra
N-terminal,subclass of,signal sequence
CRZ-Ra,instance of,tick
diarrhoea,subclass of,gastrointestinal discomfort
side effect,has cause,antibiotic use/misuse
antibiotic use/misuse,has effect,side effect
Alkalihalobacillus clausii,subject has role,probiotic
orally challenged,drug used for treatment,ceftriaxone
ceftriaxone,medical condition treated,orally challenged
colon,has part,immune cell
pro-,subclass of,cytokines
anti-inflammatory,subclass of,cytokines
mucosa,part of,intestinal
mucus,part of,epithelium
BC supplementation,has effect,antibiotic-induced dysbiosis
Bacteroidota,instance of,intestinal microbiota
homeostasis,facet of,gut integrity
Pesticide contamination in water resources,instance of,global threat
toxicological concerns,studies,pesticides
alachlor,subject has role,pesticides
aldicarb,subject has role,pesticides
aldrin,subject has role,pesticides
atrazine,subject has role,pesticides
carbendazim,subject has role,pesticides
carbofuran,subject has role,pesticides
chlordane,subject has role,pesticides
chlorpyrifos,subject has role,pesticides
DDT,instance of,pesticides
meta-analytic,subclass of,risk assessment
Pesticides in freshwater,country,Brazil
individual risks,subclass of,risks
chlorpyrifos,has part,atrazine
aldrin,instance of,pesticides
MAC,facet of,environmental risk assessment
national environmental legislation,country,Brazil
